name,cpf
Brooke Tromp,413.836.928-97
Trisha Moore,305.105.350-85
Darlena Lakin,370.838.773-76
Juliana Dietrich DO,697.261.693-77
Simona Runolfsdottir,419.666.979-71
Shante DuBuque,212.359.127-84
Guillermo McLaughlin,528.657.756-99
Doug DuBuque,222.408.105-81
Paulette Bruen,326.749.512-90
Reginald Kunze,615.152.664-43
Gov. Dan Gorczany,610.696.585-54
Lorette Koch,333.405.993-48
Rick Beier DVM,643.763.816-37
Wendell Goyette LLD,531.969.148-53
Armida Morissette,567.305.512-12
Alec Gottlieb Jr.,951.832.936-88
Amb. Boyd Oberbrunner,158.960.717-55
Sen. Cliff Lang,693.750.234-12
Ezra Jast,908.421.929-43
Hester Hartmann,175.221.691-67
Msgr. Marcy Rice,560.228.617-72
Andrea Cartwright,999.893.302-52
Lorilee Rau,768.617.425-43
Palmer Johnson,714.402.345-64
Percy Schinner Jr.,485.253.115-52
Dalia Nolan,249.901.990-89
Elicia O'Keefe,399.975.969-45
Francie Deckow,227.436.984-80
Bonny McCullough LLD,662.658.104-57
Gov. Mark Howell,748.110.917-14
Mrs. Elvia Little,890.289.306-91
Caleb Spinka,140.228.465-87
Mellie McCullough,541.494.579-92
Bronwyn Pollich,572.748.169-47
Wilburn Hettinger,200.614.926-25
Amb. Napoleon Cremin,512.612.174-51
Willard Stoltenberg,788.750.877-69
Ms. Jess Beahan,148.923.664-77
Julienne Pfeffer,431.569.505-86
Amiee Skiles,253.192.771-94
Jaime Torphy JD,412.966.187-12
Curt Lindgren,545.582.215-72
Edmundo MacGyver II,396.462.628-43
Raymonde Hane,671.517.881-85
Marty Rice,567.110.477-91
Carmel Russel,956.485.484-60
Susanne Ankunding,976.622.599-36
Carl Kilback,285.760.373-99
Sharilyn Collier,104.284.446-66
Creola Morar,339.612.205-84
Raymundo Hoeger,366.360.518-94
Louanne Lang,798.705.619-74
Rubi Marvin,586.654.100-77
Josh Zieme,204.993.739-98
Kemberly Cormier,434.233.615-45
Shyla Boehm,112.363.436-52
Louanne Rutherford,932.684.820-70
Darryl Lueilwitz,374.792.284-42
Jere Crist,706.750.805-76
Davis Runolfsdottir PhD,109.356.721-41
Torrie Kozey,116.476.506-47
Cletus Hoeger,220.731.973-78
Larry Greenholt,627.874.583-63
Jamie Medhurst,512.656.543-15
Virgil Hagenes,527.170.974-83
Karisa Mraz,452.786.146-15
Morgan Nienow,698.556.911-91
Harrison Beier,619.980.793-28
Lashawna Green III,840.660.811-98
Lenard Hoeger,230.955.876-28
Wilfredo MacGyver,287.748.302-11
Alethia Dach,260.389.573-46
Eddie Ernser,945.790.364-88
Jeffie Morar,280.299.898-97
Ned Lowe,424.156.867-27
Santos Swaniawski V,186.547.708-31
Polly Koepp,765.457.862-40
Lindsay Beahan,239.372.441-24
Abram Hodkiewicz,362.197.313-87
Pauline Kuhn,578.715.342-39
Mirta Price III,616.424.942-72
Gustavo Lueilwitz,552.584.730-29
Ivory Kreiger,212.677.606-48
Shante Wunsch,124.541.100-18
Lyle Parisian II,899.357.767-71
Connie Kling,303.699.298-26
Jed Lubowitz,397.509.763-11
Norman Lind,777.729.794-78
Dot Parker,661.634.322-79
The Hon. David Medhurst,427.629.166-32
Garret Von,527.759.704-51
Roselee Olson,400.518.980-91
Jessenia Leuschke,681.785.214-37
Son Dooley,367.555.938-75
Byron Kiehn,461.300.641-48
Francisco Terry VM,588.356.438-23
Jarvis Osinski,145.343.265-75
Beverley Abshire,113.521.516-90
Vern Bergnaum,105.414.445-57
Britt O'Conner JD,710.278.684-58
Fr. Raguel Ledner,443.526.692-78
Andera Turcotte,271.423.767-89
Terrance Denesik,918.380.613-81
Warren Collins,631.190.739-61
Magdalen Langosh,929.869.130-56
Jolynn Kutch,800.600.489-79
Kristyn Donnelly,798.473.740-99
Valentin Dickens,723.309.375-35
Ronda Schroeder,611.475.935-96
Lorri Zemlak,314.203.776-92
Jamel Crona V,704.588.481-24
Kirstin Kohler DO,334.923.444-76
Russell Emmerich,893.733.959-48
Prof. Darcie Leannon,909.357.882-24
Wilbert Stark II,388.870.898-71
Shawn Zieme,325.270.790-27
Evan Littel,902.910.214-90
Lane Bins DDS,677.696.505-41
Roma Hamill,693.750.375-18
Ms. Caprice Powlowski,429.284.244-66
Clarence Cormier,472.354.203-82
Dr. Lance Hammes,726.286.428-28
Prof. Edmund Fadel,960.843.152-75
Christoper Blanda MD,505.720.224-84
Miss Gwyn Hayes,365.783.853-14
Hung Kilback,445.395.390-22
Ahmed Schoen VM,255.150.967-27
Mr. Lashawnda Quigley,787.776.142-74
Alayna Steuber,323.913.683-26
Gov. Bette Beahan,918.158.109-79
William McCullough,834.657.489-92
Guadalupe Altenwerth Jr.,189.560.740-31
Ivory Thompson,998.233.508-18
Sylvester Hettinger Ret.,860.750.647-93
Rupert Green,211.844.978-80
Hung Lind,257.344.947-92
Neville Daniel JD,760.501.490-59
Guy Bednar,319.865.695-78
Sen. Shawnda Glover,119.164.139-13
Hong Ratke,946.197.915-46
Remedios Gerlach,269.562.453-77
Shery Luettgen,610.339.153-36
Ms. Napoleon Kuvalis,351.714.356-66
Noel Jones,326.829.582-68
Song Rutherford,667.946.101-41
Ashely Herzog,808.206.452-90
Fairy Schmidt,592.895.416-43
Brandon Tromp,737.541.653-22
Robbie Kunde,902.825.356-98
Synthia Rohan,172.744.246-15
Gertrud Ondricka,186.948.455-90
Lourdes Hayes,230.230.284-47
Refugio Corwin,651.770.211-62
Mrs. Virgil Goldner,447.952.636-48
Prof. Detra Runolfsson,747.627.819-65
Lena Dickens,140.319.955-49
Pres. Elizebeth Jerde,761.150.492-95
Barbara Parker,360.240.463-67
Harriet Weber,136.538.175-47
Sarah Tromp,996.544.648-79
Kelvin Altenwerth,718.377.371-34
Millard Daniel,947.572.305-22
Zack Goodwin,975.828.936-50
Huey McCullough,262.175.423-42
Kittie Fritsch,291.476.505-99
Taylor Morar,665.377.610-85
Omer Blick,486.904.965-33
Cody Labadie,565.658.726-65
Amb. Garry Dickinson,153.553.743-89
Ami Bernier,479.899.237-76
Regine Friesen I,388.819.438-86
Robert Greenholt,546.899.692-20
Brigitte Greenholt Jr.,337.208.123-37
Brian Stanton,203.793.457-85
Dewayne Renner,164.573.162-45
Esta Friesen,104.315.870-96
Milford Hartmann,463.765.876-69
Jolie Beier,959.484.745-80
Maximo Schuster,449.945.763-56
Francisco Jerde MD,694.492.653-13
Lola Altenwerth,256.557.294-50
Jim Fahey I,210.116.783-17
Marita Hammes,867.358.490-59
Roberto Becker III,946.903.205-43
Rev. Jesenia Baumbach,514.729.583-11
Marshall Pfeffer,902.242.115-37
Domonique Kessler,550.189.705-34
Amb. Lovetta Bernhard,491.196.147-13
Shin Schmitt,200.554.188-74
Claire Tremblay,159.859.530-83
Donya Breitenberg Jr.,622.392.475-72
Prof. Ngoc Powlowski,779.850.456-50
Chrystal Hegmann,278.261.130-32
Lewis Weber,936.797.823-25
Dione Schmitt,783.871.356-23
Wyatt Stroman,865.468.855-40
Hassan Skiles,284.761.123-67
Merri Durgan,540.518.141-97
Danial Yost,187.810.645-68
Lenny Mraz,509.294.372-50
Alphonse Corwin,730.577.142-16
Freddie Strosin,730.484.340-88
Raelene Harris,597.357.644-46
Ramiro Kuhn,170.732.738-87
Chester Lowe,556.451.200-17
Emery Kirlin,569.664.836-64
Mitsuko Koepp,428.260.719-63
Annemarie Padberg,998.972.598-35
Michale Luettgen,742.899.584-69
The Hon. Corine Koss,135.418.699-44
Shayne Willms,965.623.306-94
Lauralee Bogisich,501.703.332-90
Jacques Robel,915.266.578-63
Phung Vandervort,740.897.138-19
Walton Dooley,900.702.297-82
Idell Stanton,678.246.438-73
Daren Conroy,411.603.812-76
Prof. Valorie Kutch,677.580.617-52
Newton Anderson,536.266.392-71
Leeanne Labadie,248.920.555-87
Judie Jakubowski,974.903.683-10
Wyatt Hammes,321.363.868-57
Hyman Nikolaus,162.455.918-50
Rob Christiansen,755.820.735-97
Elmira Ernser,279.937.247-57
Alexandra Gutmann,297.870.665-87
Mr. Brandon Hegmann,677.826.657-58
Rodrigo Walsh,895.376.659-65
Dominica Reynolds,383.760.534-65
Barry Friesen,345.411.897-27
Bart Lind,896.374.871-46
Zachariah Heaney,139.429.188-63
Celina Feil,852.290.374-89
Elanor Streich DDS,371.803.624-55
Warner Swift,866.798.294-88
Kip Thompson JD,185.596.582-54
Janay Parker,352.196.181-35
Laurene Hansen,268.653.560-85
Katelyn Bednar,313.907.844-37
Felicita Cassin,445.783.471-18
Liberty Flatley,551.152.962-71
Leonard Trantow,788.530.139-79
Wendell Medhurst,743.854.544-45
Clarence Farrell,621.613.837-78
Noe Cummerata,111.776.112-97
Miss Jacquelyn Botsford,416.806.830-14
Devon Schamberger,392.907.923-22
Wendell Mueller,287.117.865-30
Chanda Marquardt,712.879.801-34
Brady Schumm,644.661.228-88
Mrs. Janine Marvin,798.109.376-88
Fr. Tara Terry,799.581.695-51
Evie Berge,416.339.133-19
Lonnie Predovic PhD,241.373.365-25
Msgr. Vella Marquardt,767.524.275-28
Pablo Daniel,576.588.745-59
Prof. Willard Thompson,897.189.147-29
Ethelyn Gislason,267.210.715-30
Lucile Welch,716.400.976-31
Mrs. Houston Roberts,289.996.695-48
Chase Jacobs,123.100.807-24
Karan Shields,428.906.803-78
Rolande Dicki I,764.244.119-57
Mrs. Mickey Lueilwitz,678.619.369-94
Joaquin Armstrong,379.949.749-95
Hollis Gislason,989.790.950-31
Sidney Ledner,869.529.890-28
Bettyann Hyatt,260.898.607-62
Osvaldo Orn,386.988.167-62
Cherryl Weber,685.542.756-83
Mr. Ulysses Zemlak,724.457.728-28
Gov. Wilford Rutherford,650.301.402-36
Collin McKenzie,961.384.395-51
Rep. Leah Ruecker,355.426.133-45
Rayna Satterfield II,651.931.275-44
Jeannie Fisher,644.711.246-57
Mrs. Murray Osinski,765.931.533-51
Lashay Hintz Jr.,909.811.748-78
Josette Johnston,753.189.567-78
Pandora Reinger,523.483.763-19
Genna Murray,746.914.420-94
Rep. Cruz Orn,910.293.714-35
Genia Windler,161.546.622-40
Lynna Weimann,575.651.960-42
The Hon. Kindra Steuber,467.639.544-23
Gustavo Ward Sr.,564.971.745-52
Isabella Reichel JD,423.696.675-25
Mrs. Terica Lowe,415.207.942-65
Keenan Heathcote,471.805.482-76
Shela Waelchi,325.203.711-21
Bella Vandervort,698.321.806-32
Pres. Henry Upton,766.884.838-17
Kia Wintheiser,939.615.442-25
Harlan Fadel,645.780.842-21
Eugene Connelly II,820.604.214-25
Lenny Ebert,638.274.551-73
Amb. Evonne DuBuque,726.823.888-55
Franchesca Brekke VM,563.579.802-60
George Oberbrunner,725.203.939-44
Denae Mills,843.405.652-93
Mr. Cruz Kohler,820.832.482-90
Robbie Macejkovic Sr.,235.177.739-44
Keenan Hermann,470.199.769-35
Matthew Halvorson JD,847.505.421-26
Keena Altenwerth,198.423.259-57
Kenneth Huels,572.840.797-55
Eddie Stark,375.440.219-53
Lili Stark,136.139.754-59
Dr. Rudy Adams,327.503.215-43
Nedra Tillman,370.381.860-93
Van Zemlak,320.440.393-12
Lenna Kling,380.204.826-31
Arthur Kautzer,979.988.279-82
Amb. Xiomara Feil,529.695.556-19
Oswaldo Champlin,438.384.497-17
Chung Kling,247.229.908-19
Mr. Cole Skiles,440.794.219-76
Halina Hermann DDS,379.710.845-40
Carmine Ortiz,795.525.473-79
Greta White,450.419.329-56
Tony Strosin,393.978.940-31
Angelique Nicolas,464.294.715-56
Harland Sanford,291.300.133-33
Jimmie Macejkovic JD,602.614.314-16
Meta Mayer,319.969.871-95
Prof. Brittni Feest,554.108.361-83
Daryl Waters,255.824.203-74
Arnetta Spencer,683.822.454-56
Brinda Kunze,976.276.846-74
Efren Gleason LLD,904.149.389-52
Sen. Dann Kautzer,755.194.985-62
Andree Mitchell,200.340.129-47
Bobby Dietrich III,264.553.194-13
Veta Bins,549.269.721-90
Sheryll Homenick,268.126.661-69
Ivan Morar,494.735.110-88
Shanita Casper,833.548.319-30
Chantel Lind,251.407.385-22
Christie Pollich,132.856.856-77
Miss Julissa Gleichner,393.764.910-20
Jeni Monahan,216.954.902-14
Salvatore Krajcik DVM,209.492.629-55
Msgr. Tory Fadel,258.994.411-88
Scot Moore,812.773.741-79
Ema Hudson,568.380.456-20
Rickey Schiller CPA,568.348.291-90
Rodger Wiza,611.644.641-16
Emmitt Rippin,990.525.428-16
Lazaro Bergstrom,840.270.519-91
Prof. Stephen Carter,158.955.139-19
Dee Howe,968.585.404-82
Monty Wyman IV,505.288.878-80
Angelena Hackett,625.562.137-58
Sen. Tyson O'Hara,851.573.439-30
Eleanor Emmerich,753.641.728-93
Rep. Shae Sawayn,686.519.415-78
Clorinda Cremin,165.233.755-30
Veda Johns,150.836.304-25
Ping Blanda,288.294.671-26
Taylor DuBuque,358.604.435-85
Nicky Padberg,920.914.796-56
Judith Denesik,285.279.139-26
Adelia Berge DDS,977.551.903-92
Otis Larson,920.441.619-57
Rev. Moses Rowe,959.579.912-45
Amb. Nydia Mueller,328.408.621-95
Mel Crist,938.124.573-37
Ali Schoen,726.676.458-69
Buford Grant,610.304.278-85
Granville Rath DDS,326.993.503-12
Rayford Ledner PhD,391.108.215-72
Leeann Bahringer,896.482.161-39
Keven Brown,192.542.199-53
Ms. Missy Ritchie,858.323.477-44
Liana Treutel,569.757.650-85
Jenna Jast DVM,959.465.623-89
Cecil Gerlach DO,136.273.499-42
The Hon. Britta Smith,454.736.107-95
Josef Stiedemann,244.669.247-84
Dudley Jerde,572.765.164-97
Dr. Blair Prohaska,625.633.567-93
Cletus Moore,797.364.198-53
The Hon. Octavio Howe,289.288.838-65
George Lynch,756.306.220-76
Helga Kihn,347.561.836-16
Brice Weissnat,868.424.756-52
Warner Torphy,642.273.529-56
Thu Kunze,153.831.308-55
Maurine Kovacek,915.977.416-47
Sanford Huels,766.940.967-94
Ariel Feeney I,678.821.367-50
Mr. Thomas Hartmann,617.312.524-45
Ron Von,567.378.570-15
Mr. Jay Johns,281.710.935-87
Chelsie Morar DO,687.672.871-92
Kai Tremblay,950.934.785-23
Jewel Ebert,591.229.650-48
Mrs. Kent McCullough,270.333.731-61
Pilar Mann MD,998.567.781-15
Nerissa Prohaska,777.255.307-37
Burt Yundt,363.285.827-31
Wiley Bogan,214.333.886-80
Jude Stroman DC,124.885.210-75
Anton Lesch IV,341.830.167-38
The Hon. Reynaldo Jacobi,448.785.568-21
Candy Wyman,812.200.243-84
Ned Nolan,125.227.721-48
Roma Bernhard,481.170.448-55
Morris Cole VM,583.328.879-62
Karen Fay,349.713.881-29
Hester Goldner LLD,646.359.411-58
Cira Witting,389.696.454-50
Franklin Batz,741.486.407-28
Norma Mitchell,142.378.144-92
Zachery Koss,369.441.541-91
Nicolas Fadel,522.399.101-91
Humberto Huel Ret.,732.639.680-77
Terrance Rau,398.660.550-31
Donya Adams,680.207.285-75
Joselyn Nicolas,159.594.720-18
Owen Hills,990.613.474-45
Arnita Graham,750.820.804-77
Ms. Ena Balistreri,341.935.592-14
Elida Pollich,108.659.734-11
Yu Moore IV,194.955.512-53
Amina Simonis,125.964.143-89
Michael Schimmel,593.556.360-84
Jadwiga O'Keefe,728.731.881-29
Miss Laine Bins,368.956.609-11
Dakota Bernhard,387.307.960-96
Kassie Hermann Jr.,890.583.310-37
Floy Schuster,543.460.266-31
Danilo Vandervort,188.258.405-18
Dinah Braun,511.588.187-54
The Hon. Pansy Satterfield,146.761.234-90
Rep. Felice Abshire,686.126.453-97
Joi Conroy,282.179.484-12
Vivan Russel,459.225.773-33
Edwin O'Reilly,612.454.650-85
Sophia Roberts,860.428.973-14
Minna Prosacco,588.254.808-92
Arden Pouros,475.912.809-66
Frida Nikolaus,990.670.358-82
Abe Wilderman Sr.,401.674.971-71
The Hon. Galen Muller,698.638.146-36
Forrest Zieme,715.268.878-35
Eryn Kreiger MD,480.595.683-67
Rep. Nichol Jacobi,206.187.171-87
Rep. Arturo Stark,191.712.538-76
Shonna Rogahn,363.331.245-77
Tanesha Predovic,795.377.824-94
Earle Tromp,893.377.284-25
The Hon. Hans Goyette,575.199.547-64
Florencio Skiles,417.117.780-16
Mario Crooks,881.623.109-70
Katrice Denesik,553.678.292-26
Erwin Nitzsche,811.334.164-82
Jerald Oberbrunner,793.272.335-58
Felisa Adams CPA,541.302.923-91
Jarvis Lockman II,595.381.514-90
Erich Champlin,654.532.777-78
Margret Pouros,365.444.801-56
Ruthanne Konopelski,250.734.973-15
Suzan Rau,974.719.777-25
Stuart Ernser DDS,556.338.989-49
Leslie Shields,983.864.956-81
Genie Moore,503.313.774-74
Fausto Strosin LLD,456.901.419-27
Sara Shields,976.234.939-94
Gregg Gibson VM,988.524.627-73
Asa Heller,684.599.437-21
Valerie Spencer,509.125.872-51
Regena Considine,338.873.141-35
Melody Hessel,209.358.370-63
James Bogisich,890.937.262-61
Mrs. Ronni DuBuque,602.430.241-89
Maisha Legros,324.758.249-10
Elvie Murazik,138.607.488-13
The Hon. Kristel Bergnaum,572.722.711-42
Alia Altenwerth,328.424.417-41
Jan Moore,980.182.422-21
Alan Adams,418.541.233-54
Cherilyn Morar,463.241.204-14
Luigi Morissette Esq.,698.500.764-70
Chuck Pacocha II,351.489.665-40
Connie Kutch,584.249.996-16
Felicidad Rodriguez,942.904.697-13
Eleanor Prohaska,638.148.617-15
Rev. Anneliese Walker,738.974.632-28
Mr. Fermina Goldner,502.376.394-57
Mckinley Crist DVM,564.980.758-22
Val Bogan,151.124.154-26
Zackary Runte,230.279.760-99
Denny Russel DVM,394.338.460-57
Bryant Ebert,559.552.767-76
Ezekiel Quitzon,418.796.388-36
Chong Feest,968.428.588-70
Claud Flatley,536.404.747-27
Essie Schmitt,404.871.115-47
Christopher Feest,376.556.212-64
Gov. Scot Hilpert,858.351.935-76
Von Waelchi LLD,919.176.186-43
Gov. Freeman Conn,563.766.523-45
Julio Bailey,875.510.922-77
Angelo Fisher,610.703.545-36
Ula Windler CPA,550.286.771-63
Mike Shanahan,855.552.976-58
Jewel Kris,644.944.250-39
Xavier Miller,992.439.272-16
Mrs. Ardith Nolan,596.488.980-36
Tomasa Padberg DO,857.322.359-62
Yuriko Larson,487.578.930-98
Wilfredo Grady III,457.261.649-86
Newton Will,682.288.474-89
Msgr. Sara Little,690.437.414-90
Ji Wehner,897.752.881-70
Rueben Cole,712.838.681-46
Rev. Bertie Beahan,353.856.254-70
Rep. Shala Goodwin,645.104.281-96
Jamey Muller,902.995.250-75
Leola Hodkiewicz,984.925.189-13
Lenny Cormier,699.293.515-47
Maxima Ankunding,252.968.257-58
Maxine Konopelski,369.999.515-62
Calista Howell,139.218.871-61
Terrence Sporer,451.934.118-90
Britteny Russel,760.234.598-59
Stacy Roob,464.274.193-88
Xavier Monahan,315.674.507-12
Ms. Bryant Ernser,474.245.286-20
Roy Osinski,885.303.417-71
Lasonya Macejkovic,553.580.113-59
Emilie Hahn,295.105.761-84
Luisa Crooks,106.485.109-39
Mickey Kozey,915.460.788-46
Pearle Shanahan,143.189.876-10
Eustolia Lynch,735.341.112-17
Jacquiline Moore JD,539.492.360-47
Amb. Daron Waters,675.803.971-67
Henry Hauck,621.700.470-43
Leonore Botsford,811.411.210-57
Ms. Margareta Kuhn,370.829.807-37
Efren Dickens DO,222.758.342-34
Maisha White III,809.615.894-16
Jeffrey Collier Ret.,767.989.732-22
Earl Brekke,212.732.185-14
Charla Hane,317.479.324-77
Jannet White,448.329.363-31
Daren Mante,749.223.863-79
Ed Koepp,331.439.815-64
Rafael Connelly,556.389.402-87
Trevor Bailey MD,962.494.349-97
Alejandrina Bernhard,915.348.832-19
Moshe Dare,473.971.106-94
Mauro Kuhn,454.909.979-31
Deon Goyette,939.149.871-41
Miss Gilda Johns,151.975.972-27
Diego Oberbrunner,654.457.258-82
Paulita Glover,207.598.438-15
Fr. Renita Doyle,745.425.512-27
Meaghan Kuphal,713.757.729-37
Amb. Eddie Hirthe,389.785.182-50
Tommye Bernhard,367.651.806-93
Shavonne Sporer,544.545.298-32
Maxima Mitchell,146.688.806-99
Fermin Becker I,773.330.694-73
Lonny Konopelski,323.919.620-45
Alina Corwin,842.443.527-84
Elwood Buckridge,547.729.812-70
Raeann Gerlach V,131.781.969-53
Del Bartoletti,895.863.186-87
Penni O'Conner,204.662.762-78
Rep. Georgianne Aufderhar,462.303.903-45
Chauncey Wilderman,890.341.170-91
Renato Kunze,738.517.374-64
Dave Spencer,819.404.193-10
Stanton Pacocha,636.401.145-48
Barbie Rolfson Jr.,775.606.291-11
Jesus Runolfsson,991.495.128-82
Margarett Gorczany,684.100.206-87
Jody Champlin,308.142.613-36
Lucy Roob,149.332.952-49
Rudy Strosin,357.112.717-75
Ms. Ashley Stoltenberg,820.861.853-65
Gearldine Sporer DVM,506.413.564-81
Malcom Gusikowski,726.120.967-76
Cornelius Hahn,914.164.142-60
Vallie Reinger,138.361.165-13
Kristopher Beer,183.730.957-15
Quinn Herman,881.461.784-80
Rudolf Friesen,951.112.432-59
Abraham Witting,240.574.977-99
Micheal Toy,392.101.797-54
Eulah Thiel,172.430.885-40
Berniece Hessel,147.373.573-21
Nakita Kassulke CPA,803.454.280-72
Miss Karrie Tromp,630.511.921-54
Dorsey Johnston Sr.,110.898.750-61
Ellena Gutkowski Ret.,379.787.407-18
Noreen Boehm,875.339.628-44
Stephenie Weimann,748.372.549-75
Tayna White,699.541.509-38
Mercedez Johns,155.332.723-70
Ivy Grant CPA,466.627.241-83
Christinia Ziemann,536.165.164-60
Chiquita Emmerich,321.770.388-18
Ray Murray,797.124.591-22
Sen. Burl West,260.645.569-20
Teodoro Beatty,680.935.506-71
Broderick Strosin,894.117.184-32
Ilse Skiles,591.396.336-52
Scott Mraz,843.110.915-13
Travis Baumbach,769.725.834-85
Fidela Renner,739.265.696-46
Darcy Kuvalis,170.356.610-98
Monroe Sauer,766.661.925-55
Dominic Mraz,974.814.202-67
Elroy Oberbrunner,895.291.532-78
Robbie Metz,992.885.710-74
Son Wuckert,673.197.787-47
Hobert Stroman,637.984.959-74
Ms. Vicente Beier,753.342.598-83
Willie Cassin,975.257.568-53
Rocco Balistreri,844.981.681-42
Amado Tillman VM,432.370.479-90
Malcom Turner,638.803.113-98
Tony Bergstrom,828.118.462-92
Filiberto DuBuque DC,158.567.655-17
Talitha Lakin DC,356.689.523-93
Jim Schamberger,552.357.649-66
Troy Wiza,164.448.391-61
Noma Kuhn,554.757.780-99
Christeen Kuhn,113.955.255-95
Keila Gusikowski,188.817.454-50
Miss Alesia Wilkinson,892.577.687-54
Jessie Kshlerin,404.835.679-76
Javier Lehner I,686.795.665-94
Brynn Bode,394.225.698-46
Earlie King DO,639.317.383-34
Michal Donnelly JD,582.426.572-59
Prof. Josphine Ferry,422.368.715-41
Rebbecca Bartoletti,129.292.213-55
Deandra Klein,826.631.927-84
Vito Nader PhD,750.102.977-12
Mack Hilll VM,441.805.599-50
Vida Cruickshank,610.340.424-95
Kasey Mitchell,156.918.502-46
Hiedi Schroeder MD,829.424.661-28
Lawrence Stark,479.493.854-71
Prince Graham DVM,308.904.674-10
Peter Welch,854.420.608-11
Mary Jacobson,261.209.952-27
Kelle Veum,847.462.467-73
Anglea Friesen,395.418.669-55
Tasha Runte,488.515.185-25
Boyd Steuber,332.470.929-53
Wan Russel,304.470.674-41
Loyce Langworth,732.798.306-86
Stanley Nikolaus,586.215.190-64
Dr. Roxie Tremblay,588.794.824-77
Isaias Strosin,521.186.329-57
Alberto Walsh PhD,107.313.253-36
Sean Kassulke II,109.912.974-47
Damian Farrell,972.106.464-76
Rafael Wilkinson,250.613.139-50
Demetrius Adams,340.882.240-25
Ines Miller PhD,936.585.698-56
Loretta Dooley,115.207.806-28
Mickie Hayes,577.287.207-36
Valentine Jacobi,759.905.883-54
Oscar Blick,455.646.448-92
Msgr. Verdell Funk,136.350.792-97
Rev. Sidney Metz,698.369.818-78
Herminia Wiegand,139.437.423-34
Pres. Cody Jast,195.759.574-55
Myra Morar,888.909.949-86
Stacey Vandervort,842.365.565-56
Matthew Hammes VM,797.982.789-22
Dolores Robel VM,616.841.650-86
Queen Senger IV,388.796.519-14
Genevieve Bosco III,768.648.176-81
Joaquin Purdy,972.679.944-26
Sen. Mathew Witting,576.138.788-80
Aileen Dibbert VM,697.645.435-59
Arturo Hackett,928.877.795-97
Angle Russel,187.872.404-88
